hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,total_of_special_requests,arrival_date
Resort_Hotel,34,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,46.4,none,2,2015-12-22
Resort_Hotel,33,1,4,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,C,0,No_Deposit,0,Transient,34,none,0,2017-01-09
Resort_Hotel,220,3,7,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,70,none,0,2016-07-04
City_Hotel,216,2,1,3,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient-Party,128.7,none,2,2016-08-27
City_Hotel,206,0,3,1,none,BB,Online_TA,TA/TO,0,0,0,B,B,0,No_Deposit,0,Transient-Party,126.9,none,1,2016-09-08
Resort_Hotel,29,0,3,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,26.1,none,1,2015-12-10
City_Hotel,131,0,2,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,76.23,none,2,2016-08-05
Resort_Hotel,58,2,5,2,none,BB,Direct,Direct,0,0,0,D,E,0,No_Deposit,0,Transient,130,parking,1,2016-09-10
City_Hotel,86,2,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,96.3,none,1,2016-04-17
City_Hotel,80,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,87.32,none,0,2016-01-07
City_Hotel,4,1,4,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,125,none,1,2016-12-28
Resort_Hotel,18,0,1,2,none,BB,Groups,Direct,0,0,0,A,A,1,No_Deposit,0,Transient,44,parking,0,2016-10-29
City_Hotel,61,0,3,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,93.6,none,1,2016-12-08
City_Hotel,1,0,2,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,100,none,0,2015-10-02
City_Hotel,88,0,3,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,117,none,1,2016-05-03
Resort_Hotel,123,2,2,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,118.5,none,0,2017-08-27
Resort_Hotel,9,2,1,2,none,HB,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,139.67,none,2,2016-10-09
City_Hotel,1,0,1,2,none,BB,Direct,Direct,0,0,0,A,A,0,No_Deposit,0,Transient,75,none,2,2015-08-08
City_Hotel,93,1,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,126,none,2,2017-05-01
City_Hotel,74,0,2,1,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,B,0,No_Deposit,0,Transient-Party,87,none,0,2015-09-18
City_Hotel,204,2,5,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,112.5,none,1,2017-08-07
Resort_Hotel,16,2,0,2,none,BB,Online_TA,TA/TO,0,0,0,D,F,0,No_Deposit,0,Transient,75,parking,3,2017-03-05
City_Hotel,49,0,3,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient,75,none,1,2016-11-15
Resort_Hotel,171,1,1,2,none,HB,Groups,TA/TO,0,0,0,A,A,0,Non_Refund,0,Transient-Party,85,none,0,2016-04-04
City_Hotel,313,0,3,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient-Party,91.8,none,1,2016-12-01
City_Hotel,167,1,3,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient-Party,89.1,none,0,2017-04-17
City_Hotel,133,1,2,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,84.33,none,1,2016-03-11
City_Hotel,4,1,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,0,Contract,128.5,none,2,2015-09-12
City_Hotel,8,0,1,1,none,SC,Online_TA,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient,0,none,2,2017-01-27
City_Hotel,1,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,B,0,No_Deposit,0,Transient-Party,107,parking,0,2016-01-06
City_Hotel,141,1,0,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,72.76,none,1,2016-05-23
Resort_Hotel,1,0,1,1,none,BB,Direct,Direct,0,0,0,A,D,0,No_Deposit,0,Transient-Party,40,none,0,2017-01-31
Resort_Hotel,27,2,5,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,141.71,none,1,2017-06-18
City_Hotel,62,0,3,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,109.8,none,1,2016-09-01
City_Hotel,47,0,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,2,No_Deposit,0,Transient,105.3,none,1,2016-04-19
City_Hotel,451,0,3,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,112.67,none,1,2017-07-12
City_Hotel,12,2,1,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,85.67,none,0,2015-10-25
Resort_Hotel,0,0,1,1,none,BB,Direct,Direct,0,0,0,E,E,0,No_Deposit,0,Transient,56,none,0,2015-10-20
City_Hotel,25,1,3,1,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,146.2,none,0,2016-11-07
Resort_Hotel,4,0,1,1,none,BB,Corporate,Direct,1,0,1,A,D,0,No_Deposit,0,Transient,63,none,0,2017-03-21
City_Hotel,217,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient,99,none,1,2017-04-25
Resort_Hotel,44,2,2,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Contract,135,none,0,2017-07-28
City_Hotel,102,1,3,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,100,none,0,2017-04-24
City_Hotel,112,0,2,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,100,none,0,2016-06-02
Resort_Hotel,119,2,8,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Contract,66.72,none,0,2017-02-16
Resort_Hotel,266,2,4,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,34,none,0,2015-09-24
City_Hotel,0,1,2,1,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,53.52,none,0,2017-01-09
Resort_Hotel,2,0,2,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,93,none,0,2016-11-04
City_Hotel,2,0,1,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,95,none,0,2016-11-24
City_Hotel,65,0,4,3,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,D,1,No_Deposit,0,Transient,122.65,none,0,2016-12-21
City_Hotel,423,1,1,1,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient-Party,95.5,none,0,2017-07-22
Resort_Hotel,159,0,1,2,none,HB,Online_TA,TA/TO,0,0,0,A,C,0,No_Deposit,0,Transient,115,none,1,2017-05-24
City_Hotel,122,0,2,1,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,117,none,0,2017-05-11
City_Hotel,124,0,3,2,none,BB,Online_TA,TA/TO,0,0,0,A,F,1,No_Deposit,0,Transient,105.3,none,2,2016-05-17
Resort_Hotel,52,1,5,2,none,BB,Online_TA,TA/TO,0,0,0,E,F,0,No_Deposit,0,Transient,176.67,none,1,2015-08-25
City_Hotel,9,0,1,2,none,BB,Complementary,Direct,1,0,3,B,B,0,No_Deposit,0,Transient,0,none,1,2016-09-07
Resort_Hotel,0,0,1,1,none,BB,Direct,Direct,0,0,0,A,A,1,No_Deposit,0,Transient,60,none,0,2017-02-14
Resort_Hotel,104,2,8,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Contract,70,none,0,2016-06-23
City_Hotel,16,0,1,1,none,BB,Corporate,Corporate,0,0,0,A,A,0,No_Deposit,0,Transient-Party,93,none,0,2017-03-23
Resort_Hotel,25,1,5,2,none,HB,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,78.4,none,1,2016-02-15
City_Hotel,55,2,7,2,none,HB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,140.18,none,1,2017-07-25
City_Hotel,423,1,1,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient-Party,122.4,none,2,2017-07-22
Resort_Hotel,2,0,2,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,55,none,0,2016-03-18
City_Hotel,111,0,2,3,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,155.7,none,1,2016-08-11
City_Hotel,0,1,0,1,none,BB,Corporate,Corporate,0,0,0,D,D,0,No_Deposit,0,Transient,95,none,0,2017-07-31
City_Hotel,278,2,3,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,89.1,none,2,2017-08-25
City_Hotel,34,0,1,3,none,BB,Online_TA,TA/TO,0,0,0,D,D,1,No_Deposit,0,Transient,239,parking,1,2017-08-16
City_Hotel,0,0,1,1,none,BB,Direct,Direct,1,0,1,A,A,1,No_Deposit,0,Transient,89,none,0,2016-03-23
City_Hotel,0,0,1,2,none,BB,Direct,Direct,0,0,0,A,D,0,No_Deposit,0,Transient,70,none,0,2015-08-06
City_Hotel,90,1,5,3,none,BB,Online_TA,TA/TO,0,0,0,D,D,1,No_Deposit,0,Transient,195,none,1,2017-07-24
City_Hotel,0,0,0,1,none,BB,Offline_TA/TO,TA/TO,1,0,0,A,K,0,No_Deposit,0,Transient,0,none,0,2016-03-20
Resort_Hotel,323,2,5,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,0,Contract,78.5,none,0,2016-06-07
City_Hotel,50,0,4,2,none,BB,Groups,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient-Party,62,none,0,2015-08-25
Resort_Hotel,1,0,1,2,none,HB,Direct,Direct,0,0,0,F,F,2,No_Deposit,0,Transient,110,none,1,2017-01-28
Resort_Hotel,0,0,0,3,none,BB,Direct,Direct,1,0,0,A,C,1,No_Deposit,0,Transient,0,none,0,2016-12-04
City_Hotel,82,0,3,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,114,none,1,2017-04-12
Resort_Hotel,1,0,1,1,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,70,none,1,2016-11-05
City_Hotel,8,0,1,1,none,BB,Corporate,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,81,none,0,2016-02-19
City_Hotel,184,0,1,2,none,BB,Direct,Direct,0,0,0,A,A,0,No_Deposit,0,Transient,89.1,none,1,2017-07-15
Resort_Hotel,1,0,1,1,none,BB,Corporate,Corporate,1,0,5,A,A,0,No_Deposit,0,Transient,63,none,0,2016-12-28
Resort_Hotel,138,2,5,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,99,none,0,2017-08-30
Resort_Hotel,32,2,4,3,none,BB,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,85.84,none,0,2017-04-16
City_Hotel,240,1,1,2,none,HB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,96,none,1,2016-09-10
Resort_Hotel,1,0,1,1,none,BB,Corporate,Corporate,0,0,0,A,D,0,No_Deposit,0,Transient,42,none,0,2016-10-18
City_Hotel,16,2,2,1,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,170,none,0,2015-09-25
City_Hotel,31,1,3,1,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,44.77,none,1,2017-02-20
City_Hotel,144,2,3,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,129.6,none,2,2016-09-23
Resort_Hotel,51,0,1,2,none,BB,Groups,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient-Party,30,none,0,2016-03-17
City_Hotel,183,0,3,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient-Party,100,none,0,2016-09-08
Resort_Hotel,79,1,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,85,none,2,2017-05-06
Resort_Hotel,42,0,4,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,77,parking,2,2015-10-27
Resort_Hotel,89,1,3,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,183.5,none,1,2016-08-29
City_Hotel,1,0,1,1,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,102.6,none,0,2016-10-13
Resort_Hotel,26,1,1,2,none,BB,Online_TA,TA/TO,0,0,0,D,C,0,No_Deposit,0,Transient,162.47,none,0,2015-08-15
Resort_Hotel,73,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,C,2,No_Deposit,0,Transient,116,none,0,2016-06-15
City_Hotel,180,1,1,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,100,none,1,2016-05-02
Resort_Hotel,1,0,2,1,none,BB,Direct,Direct,0,0,0,A,D,0,No_Deposit,0,Transient,40,none,0,2016-03-02
City_Hotel,208,0,2,2,none,HB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,114.4,none,0,2017-05-24
City_Hotel,32,2,4,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,60.06,none,1,2017-01-22
Resort_Hotel,9,2,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient,59.33,none,1,2016-12-04
Resort_Hotel,205,2,5,3,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Contract,92.34,none,3,2017-06-17
City_Hotel,75,1,2,2,none,BB,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,174,none,3,2017-05-12
City_Hotel,9,0,2,3,none,BB,Direct,Direct,0,0,0,G,G,0,No_Deposit,0,Transient,218.45,none,2,2016-05-26
City_Hotel,1,0,1,1,none,BB,Corporate,Corporate,1,0,2,A,A,0,No_Deposit,0,Transient,75,none,0,2015-12-15
City_Hotel,14,0,1,1,none,BB,Groups,TA/TO,0,0,0,A,D,2,No_Deposit,0,Transient-Party,80,none,0,2017-02-02
Resort_Hotel,0,0,1,2,none,BB,Corporate,Corporate,0,0,0,A,A,0,No_Deposit,0,Transient,53,none,0,2015-10-13
Resort_Hotel,0,0,1,2,none,BB,Direct,Direct,0,0,0,A,A,0,No_Deposit,0,Transient,109,none,0,2016-06-03
Resort_Hotel,171,1,1,2,none,HB,Groups,TA/TO,0,0,0,A,A,0,Non_Refund,0,Transient-Party,85,none,0,2016-04-04
City_Hotel,151,1,1,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,95,none,0,2017-03-20
Resort_Hotel,29,1,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,86,none,1,2016-09-19
Resort_Hotel,33,2,4,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient-Party,91.67,none,1,2016-05-15
City_Hotel,42,2,3,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,140.58,none,0,2016-08-25
City_Hotel,4,2,3,3,none,BB,Direct,Direct,0,0,0,A,A,1,No_Deposit,0,Transient,181.38,none,0,2016-09-16
City_Hotel,61,1,1,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,57.93,none,1,2017-03-18
Resort_Hotel,23,2,5,1,none,Undefined,Groups,TA/TO,0,0,0,D,D,1,No_Deposit,0,Transient-Party,117.71,none,1,2017-04-22
City_Hotel,31,0,3,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,3,No_Deposit,0,Transient,129,none,2,2016-10-27
City_Hotel,55,2,1,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Group,60,none,0,2015-11-22
City_Hotel,58,0,4,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,57.6,none,1,2016-12-13
City_Hotel,12,2,2,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,55.72,none,0,2016-02-06
City_Hotel,84,2,4,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,118.5,none,0,2017-05-14
Resort_Hotel,0,1,0,1,none,BB,Corporate,Corporate,1,1,1,A,E,0,No_Deposit,0,Transient-Party,50,none,0,2016-04-04
City_Hotel,1,0,1,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,1,No_Deposit,0,Transient,46,none,0,2016-01-30
City_Hotel,222,0,3,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,96.3,none,1,2016-08-31
Resort_Hotel,102,2,5,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,40.5,none,0,2016-03-09
City_Hotel,16,0,3,1,none,BB,Direct,Direct,0,0,0,A,A,0,No_Deposit,0,Group,132.67,none,0,2015-09-17
City_Hotel,115,1,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,105.3,none,1,2016-05-16
City_Hotel,17,2,1,1,none,BB,Online_TA,TA/TO,0,0,0,A,A,2,No_Deposit,0,Transient,79,none,0,2016-02-20
Resort_Hotel,1,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,48,none,1,2015-11-17
Resort_Hotel,4,1,1,1,none,BB,Online_TA,TA/TO,0,0,0,G,G,1,No_Deposit,0,Transient,94,parking,1,2016-11-14
City_Hotel,468,2,1,1,none,BB,Offline_TA/TO,TA/TO,0,0,1,A,A,1,No_Deposit,0,Group,0,none,0,2017-07-29
City_Hotel,301,1,1,1,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient-Party,90,none,0,2016-07-30
City_Hotel,31,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,150,none,1,2017-06-07
Resort_Hotel,203,0,2,2,none,HB,Groups,TA/TO,0,0,0,A,E,0,No_Deposit,0,Transient-Party,90,none,0,2017-04-25
Resort_Hotel,12,2,1,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,25,none,0,2015-11-21
Resort_Hotel,1,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,F,0,No_Deposit,0,Transient,154,parking,0,2017-06-27
City_Hotel,26,1,4,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,133.8,none,0,2016-04-18
City_Hotel,405,0,2,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,114.4,none,0,2017-07-04
Resort_Hotel,106,2,8,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,86,none,0,2017-04-19
Resort_Hotel,84,1,1,2,none,HB,Corporate,Corporate,0,0,0,A,A,0,No_Deposit,0,Transient,100,parking,0,2015-07-11
Resort_Hotel,24,1,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,60,none,1,2017-03-13
City_Hotel,49,0,3,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,75.05,none,1,2016-12-06
Resort_Hotel,146,2,7,2,none,BB,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,102.38,none,1,2017-05-31
Resort_Hotel,97,2,5,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient-Party,178.29,none,1,2017-07-07
City_Hotel,57,1,2,1,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,70,none,1,2017-03-10
City_Hotel,21,2,3,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,107.1,none,0,2017-03-26
City_Hotel,175,0,2,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,130,none,0,2017-06-09
City_Hotel,200,2,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,100.48,none,0,2017-08-11
City_Hotel,140,0,3,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,87,Transient-Party,75,none,0,2015-11-18
City_Hotel,168,1,1,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,A,0,No_Deposit,0,Transient,91.45,none,0,2016-07-18
Resort_Hotel,364,1,4,2,none,BB,Groups,Corporate,0,0,0,A,A,3,No_Deposit,0,Transient-Party,66,none,0,2016-10-12
City_Hotel,134,0,1,1,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,75,none,0,2017-02-25
City_Hotel,7,0,2,2,none,BB,Corporate,Corporate,0,0,0,A,E,2,No_Deposit,0,Transient-Party,80,none,0,2016-03-09
City_Hotel,63,2,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,106.88,none,2,2016-09-03
City_Hotel,39,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,D,E,0,No_Deposit,0,Transient,118.8,none,1,2016-04-21
City_Hotel,359,2,3,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient-Party,78,none,1,2016-10-14
Resort_Hotel,3,0,1,1,none,BB,Corporate,Corporate,0,2,10,A,G,0,No_Deposit,0,Transient,35,parking,2,2017-03-02
City_Hotel,69,2,1,2,none,BB,Groups,TA/TO,0,0,0,A,A,0,No_Deposit,58,Transient-Party,85.67,none,0,2015-10-25
Resort_Hotel,62,1,5,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,C,0,No_Deposit,0,Transient,44,none,0,2016-10-25
City_Hotel,38,0,3,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,80,none,0,2016-10-13
City_Hotel,142,2,1,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient-Party,114.3,none,0,2016-05-22
Resort_Hotel,2,2,5,2,none,BB,Direct,Direct,0,0,0,E,F,0,No_Deposit,0,Transient,131.14,none,0,2015-09-12
City_Hotel,15,0,2,2,none,SC,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Contract,115,none,2,2015-09-16
Resort_Hotel,29,0,1,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,37,none,0,2015-12-26
Resort_Hotel,1,0,1,1,none,BB,Direct,Direct,0,0,0,A,A,0,No_Deposit,0,Transient,90,none,0,2015-10-03
City_Hotel,80,0,2,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,D,A,0,No_Deposit,50,Transient-Party,136,none,0,2015-10-09
Resort_Hotel,0,0,1,1,none,BB,Direct,Direct,1,0,2,A,D,0,No_Deposit,0,Transient,39,none,0,2016-01-19
City_Hotel,21,0,2,2,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,70,none,0,2015-12-10
City_Hotel,59,2,2,3,none,BB,Groups,TA/TO,0,0,0,A,D,0,No_Deposit,0,Transient-Party,90,none,1,2016-02-06
Resort_Hotel,49,2,2,2,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,46.8,none,1,2016-11-05
Resort_Hotel,75,2,5,3,none,BB,Direct,Direct,0,0,0,D,D,2,No_Deposit,0,Transient,175,none,0,2015-08-22
City_Hotel,18,2,0,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient,122.5,none,3,2016-09-04
City_Hotel,108,2,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,59.37,none,0,2016-03-13
Resort_Hotel,3,2,3,1,none,HB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient-Party,116,none,1,2016-04-28
City_Hotel,81,2,0,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,85.5,none,1,2016-04-10
City_Hotel,4,1,2,2,none,SC,Online_TA,TA/TO,0,0,0,A,E,1,No_Deposit,0,Contract,104,parking,1,2015-11-06
City_Hotel,24,2,0,2,none,SC,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,71.69,none,1,2016-09-11
Resort_Hotel,3,0,1,2,none,BB,Direct,Direct,0,0,0,A,E,0,No_Deposit,0,Transient,35,none,1,2016-02-06
City_Hotel,423,1,1,2,none,HB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient-Party,114.4,none,1,2017-07-22
City_Hotel,15,0,2,1,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,112,none,1,2016-11-01
Resort_Hotel,30,2,0,2,none,BB,Groups,Corporate,0,0,0,A,A,1,No_Deposit,0,Transient-Party,55,none,0,2016-10-09
City_Hotel,74,2,2,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,68,none,0,2016-07-23
City_Hotel,476,2,1,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,2,No_Deposit,0,Transient-Party,91.33,none,0,2017-07-15
City_Hotel,53,1,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Contract,94.5,none,1,2015-10-26
Resort_Hotel,0,1,1,2,none,BB,Direct,Direct,1,0,2,D,D,0,No_Deposit,0,Transient,78,none,0,2016-11-07
City_Hotel,0,0,1,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,0,No_Deposit,0,Transient,107,none,1,2015-10-31
Resort_Hotel,2,0,1,1,none,BB,Offline_TA/TO,TA/TO,0,0,0,A,A,3,No_Deposit,0,Transient,30,none,0,2017-01-18
Resort_Hotel,2,0,1,2,none,BB,Corporate,Corporate,0,1,6,A,C,0,No_Deposit,0,Transient,71,parking,2,2016-06-01
City_Hotel,112,2,1,3,none,BB,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,0,Transient,189,none,1,2017-05-20
Resort_Hotel,14,2,2,2,none,BB,Online_TA,TA/TO,0,0,0,A,A,1,No_Deposit,0,Transient,48,none,1,2017-01-08
Resort_Hotel,103,2,2,2,none,BB,Online_TA,TA/TO,0,0,0,E,E,0,No_Deposit,0,Transient,164,parking,1,2017-06-11
